"filename", "language", "PHP", "JSON", "TypeScript", "CSS", "HTML", "JSON with Comments", "comment", "blank", "total"
"/Users/rock/Documents/Projekti/project-manager/client/src/Components/Sidebar.ts", "TypeScript", 0, 0, -188, 0, 0, 0, -13, -24, -225
"/Users/rock/Documents/Projekti/project-manager/client/src/Routes/Router.ts", "TypeScript", 0, 0, -88, 0, 0, 0, -14, -23, -125
"/Users/rock/Documents/Projekti/project-manager/client/src/Services/AuthService.ts", "TypeScript", 0, 0, -49, 0, 0, 0, 0, -9, -58
"/Users/rock/Documents/Projekti/project-manager/client/src/Services/BaseService.ts", "TypeScript", 0, 0, -55, 0, 0, 0, -1, -11, -67
"/Users/rock/Documents/Projekti/project-manager/client/src/Services/ProjectsService.ts", "TypeScript", 0, 0, -47, 0, 0, 0, 0, -13, -60
"/Users/rock/Documents/Projekti/project-manager/client/src/Services/TaskService.ts", "TypeScript", 0, 0, -13, 0, 0, 0, 0, -3, -16
"/Users/rock/Documents/Projekti/project-manager/client/src/Store/Store.ts", "TypeScript", 0, 0, -48, 0, 0, 0, -21, -16, -85
"/Users/rock/Documents/Projekti/project-manager/client/src/Store/UserStore.ts", "TypeScript", 0, 0, -33, 0, 0, 0, 0, -6, -39
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/Dashboard.css", "CSS", 0, 0, 0, -45, 0, 0, -44, -9, -98
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/Error.css", "CSS", 0, 0, 0, -11, 0, 0, 0, -2, -13
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/Login.css", "CSS", 0, 0, 0, -81, 0, 0, 0, -13, -94
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/MainContent.css", "CSS", 0, 0, 0, -5, 0, 0, -1, -1, -7
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/Project.css", "CSS", 0, 0, 0, -315, 0, 0, -43, -54, -412
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/ProjectMemberPopup.css", "CSS", 0, 0, 0, -89, 0, 0, 0, -14, -103
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/ProjectPopup.css", "CSS", 0, 0, 0, -71, 0, 0, 0, -10, -81
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/Projects.css", "CSS", 0, 0, 0, -146, 0, 0, -2, -25, -173
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/Reports.css", "CSS", 0, 0, 0, 0, 0, 0, 0, -1, -1
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/Root.css", "CSS", 0, 0, 0, -12, 0, 0, 0, -3, -15
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/SharedStylings/Popup.css", "CSS", 0, 0, 0, -41, 0, 0, 0, -6, -47
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/SharedStylings/ProjectCards.css", "CSS", 0, 0, 0, -43, 0, 0, -1, -8, -52
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/SharedStylings/SectionHeader.css", "CSS", 0, 0, 0, -11, 0, 0, 0, -2, -13
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/SharedStylings/UpperInnerSection.css", "CSS", 0, 0, 0, -27, 0, 0, 0, -2, -29
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/Sidebar.css", "CSS", 0, 0, 0, -110, 0, 0, -1, -18, -129
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/Tasks.css", "CSS", 0, 0, 0, 0, 0, 0, 0, -1, -1
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/TeamPopup.css", "CSS", 0, 0, 0, -62, 0, 0, 0, -9, -71
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/Teams.css", "CSS", 0, 0, 0, -236, 0, 0, -28, -39, -303
"/Users/rock/Documents/Projekti/project-manager/client/src/Types/css.d.ts", "TypeScript", 0, 0, -4, 0, 0, 0, 0, 0, -4
"/Users/rock/Documents/Projekti/project-manager/client/src/Utils/Helpers.ts", "TypeScript", 0, 0, -76, 0, 0, 0, -4, -18, -98
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/App/AuthView.ts", "TypeScript", 0, 0, -177, 0, 0, 0, -11, -23, -211
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/App/DashboardView.ts", "TypeScript", 0, 0, -159, 0, 0, 0, -6, -20, -185
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/App/ErrorView.ts", "TypeScript", 0, 0, -41, 0, 0, 0, 0, -6, -47
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/App/ProjectView.ts", "TypeScript", 0, 0, -496, 0, 0, 0, -4, -44, -544
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/App/ProjectsView.ts", "TypeScript", 0, 0, -256, 0, 0, 0, -3, -30, -289
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/App/ReportsView.ts", "TypeScript", 0, 0, -38, 0, 0, 0, 0, -4, -42
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/App/TasksView.ts", "TypeScript", 0, 0, -38, 0, 0, 0, 0, -4, -42
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/App/TeamsView.ts", "TypeScript", 0, 0, -158, 0, 0, 0, 0, -6, -164
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/ProjectPopupViews/ProjectPopupMemberView.ts", "TypeScript", 0, 0, -118, 0, 0, 0, -1, -13, -132
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/ProjectPopupViews/ProjectPopupTaskView.ts", "TypeScript", 0, 0, -199, 0, 0, 0, -1, -17, -217
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/ProjectPopupViews/ProjectPopupView.ts", "TypeScript", 0, 0, -65, 0, 0, 0, -1, -10, -76
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/TeamsPopupView/TeamsPopupView.ts", "TypeScript", 0, 0, -68, 0, 0, 0, -1, -5, -74
"/Users/rock/Documents/Projekti/project-manager/client/src/index.html", "HTML", 0, 0, 0, 0, -12, 0, 0, -2, -14
"/Users/rock/Documents/Projekti/project-manager/client/src/main.ts", "TypeScript", 0, 0, -32, 0, 0, 0, 0, -3, -35
"/Users/rock/Documents/Projekti/project-manager/client/src/vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, -1, -1, -2
"/Users/rock/Documents/Projekti/project-manager/client/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, -19, -2, -3, -24
"/Users/rock/Documents/Projekti/project-manager/client/vite.config.ts", "TypeScript", 0, 0, -9, 0, 0, 0, 0, -2, -11
"Total", "-", 1102, -896, -2607, -1305, -25, -19, 235, -239, -3754
